,year,state_code,dist_code,court_no,act_family,num_cases,median_decision_days,mean_decision_days,A_count,B_count,C_count,D_count,E_count
254,2014,1,25,3,NI,164,589.0,799.6341463414634,61,47,41,15,0
255,2014,1,25,5,NI,199,625.0,651.9095477386935,52,118,29,0,0
256,2014,1,25,6,NI,142,599.0,659.7957746478874,39,82,21,0,0
257,2014,1,25,7,NI,69,724.0,774.4347826086956,16,29,24,0,0
258,2014,1,25,8,NI,28,722.5,687.8571428571429,8,17,3,0,0
259,2014,1,25,11,NI,574,456.0,617.4773519163763,184,283,103,4,0
260,2014,1,25,12,NI,465,183.0,280.3827956989247,371,89,5,0,0
261,2014,1,25,13,NI,43,383.0,520.6976744186046,21,18,4,0,0
262,2014,1,25,14,NI,93,443.0,598.7741935483871,39,43,11,0,0
263,2014,1,25,15,NI,127,642.0,711.9291338582677,29,75,22,1,0
264,2014,1,25,16,NI,882,438.5,547.7675736961452,329,469,83,1,0
265,2014,1,25,17,NI,2,196.5,196.5,2,0,0,0,0
266,2014,1,25,20,NI,102,597.0,774.2058823529412,19,58,19,6,0
267,2014,1,25,21,NI,127,767.0,859.007874015748,14,67,45,1,0
268,2014,1,25,24,NI,3,225.0,185.66666666666666,3,0,0,0,0
269,2014,1,25,27,NI,540,550.5,605.6962962962963,143,322,74,1,0
270,2014,1,26,2,NI,1256,545.0,624.4164012738853,405,645,203,3,0
271,2014,1,26,3,NI,1,964.0,964.0,0,1,0,0,0
272,2014,1,26,4,NI,54,288.0,309.8333333333333,42,10,2,0,0
273,2014,1,26,5,NI,79,512.0,594.7848101265823,32,35,12,0,0
274,2014,1,26,6,NI,237,437.0,531.8354430379746,70,148,18,1,0
275,2014,1,26,7,NI,96,405.5,547.15625,45,35,15,1,0
276,2014,1,26,9,NI,18,285.0,480.8333333333333,10,6,2,0,0
277,2014,1,26,10,NI,137,749.0,771.5839416058394,24,84,29,0,0
278,2014,1,26,11,NI,97,434.0,544.9072164948453,40,45,12,0,0
279,2014,1,26,12,NI,147,596.0,573.7482993197278,12,133,2,0,0
280,2014,1,26,13,NI,139,763.0,832.5323741007194,27,65,45,2,0
281,2014,1,26,14,NI,149,541.0,652.6308724832214,41,74,34,0,0
