state_code,dist_code,court_no,total_judge_days,avg_judge_count,mean_tenure_days,median_tenure_days,num_judges,num_valid_entries
6.0,25.0,2.0,1585.0,1.8011363636363635,1523.5,1523.5,2.0,2.0
6.0,19.0,3.0,4397.0,1.5395658263305323,585.9,606.5,10.0,10.0
7.0,1.0,2.0,1823.0,0.9759100642398287,425.6666666666667,454.5,6.0,6.0
7.0,2.0,2.0,2799.0,0.9936102236421726,504.2857142857143,327.0,7.0,7.0
7.0,3.0,1.0,1814.0,0.993972602739726,848.3333333333334,828.0,3.0,3.0
7.0,4.0,2.0,2780.0,0.9978463747307968,351.0,205.5,10.0,10.0
7.0,5.0,1.0,1939.0,1.0,534.0,729.0,5.0,5.0
7.0,6.0,2.0,1557.0,0.9929846938775511,762.6666666666666,989.0,3.0,3.0
7.0,7.0,2.0,2809.0,0.9971600993965212,885.0,875.0,4.0,4.0
7.0,9.0,4.0,2694.0,0.9886238532110092,856.25,789.5,4.0,4.0
7.0,10.0,1.0,2108.0,0.9534147444595206,709.75,705.5,4.0,4.0
7.0,11.0,1.0,1657.0,0.9583574320416426,597.0,375.0,4.0,4.0
7.0,12.0,1.0,1731.0,0.9976945244956772,615.5,579.5,4.0,4.0
7.0,14.0,1.0,1990.0,0.994005994005994,907.0,663.0,3.0,3.0
7.0,15.0,1.0,1750.0,0.9943181818181818,620.25,571.5,4.0,4.0
7.0,17.0,1.0,1753.0,0.9960227272727272,1242.0,1242.0,2.0,2.0
7.0,18.0,1.0,2423.0,0.9987633965375103,788.5,647.0,4.0,4.0
7.0,19.0,1.0,1969.0,0.9989852866565195,1350.0,1350.0,2.0,2.0
7.0,20.0,1.0,1697.0,0.9826288361320209,404.6666666666667,281.0,6.0,6.0
7.0,21.0,1.0,1970.0,0.9989858012170385,337.625,122.0,8.0,8.0
7.0,13.0,1.0,2622.0,0.9294576391350585,479.0,72.0,7.0,7.0
7.0,16.0,1.0,2366.0,0.9895441237975743,774.25,948.5,4.0,4.0
7.0,1.0,3.0,3183.0,1.6035264483627205,580.625,514.5,8.0,8.0
7.0,3.0,5.0,2523.0,1.0,1627.0,1627.0,2.0,2.0
7.0,4.0,4.0,1946.0,0.878158844765343,535.4,625.0,5.0,5.0
7.0,6.0,5.0,2190.0,1.1294481691593605,730.4,717.0,5.0,5.0
7.0,7.0,3.0,1696.0,0.9713631156930126,303.375,209.0,8.0,8.0
7.0,8.0,5.0,2047.0,0.9980497318381277,1389.0,1389.0,2.0,2.0
7.0,9.0,5.0,2221.0,0.8555469953775039,738.0,728.0,4.0,4.0
7.0,10.0,4.0,2345.0,0.9033127889060092,1025.3333333333333,1242.0,3.0,3.0
7.0,11.0,2.0,1642.0,0.9773809523809524,474.6,370.0,5.0,5.0
7.0,14.0,3.0,1972.0,0.9959595959595959,901.0,1085.0,3.0,3.0
7.0,15.0,2.0,2656.0,1.0,677.4,392.0,5.0,5.0
7.0,17.0,3.0,1611.0,0.9823170731707317,780.6666666666666,614.0,3.0,3.0
7.0,19.0,5.0,7903.0,2.836683417085427,776.6153846153846,483.0,13.0,13.0
7.0,20.0,2.0,2164.0,0.9765342960288809,579.0,520.0,5.0,5.0
7.0,22.0,4.0,9513.0,3.797604790419162,478.34615384615387,360.0,26.0,26.0
8.0,3.0,2.0,2209.0,1.0,269.5,147.5,10.0,10.0
8.0,17.0,5.0,2627.0,0.7994522215459525,871.25,828.0,4.0,4.0
8.0,31.0,1.0,1761.0,0.9926719278466741,724.3333333333334,1021.0,3.0,3.0
8.0,33.0,1.0,1921.0,1.2220101781170483,279.90909090909093,152.0,11.0,11.0
8.0,34.0,4.0,1913.0,0.7059040590405904,440.5,270.5,6.0,6.0
8.0,35.0,1.0,1044.0,1.5152394775036284,232.25,208.5,8.0,8.0
8.0,36.0,1.0,2272.0,1.8248995983935743,565.0,427.5,6.0,6.0
8.0,2.0,2.0,1929.0,1.0,195.16666666666666,68.0,12.0,12.0
8.0,4.0,2.0,1726.0,0.9982648930017352,166.69230769230768,45.0,13.0,13.0
8.0,6.0,2.0,2511.0,0.9789473684210527,463.14285714285717,581.0,7.0,7.0
8.0,6.0,5.0,2204.0,0.9541125541125541,419.14285714285717,289.0,7.0,7.0
8.0,7.0,2.0,2564.0,0.9911093931194433,549.1666666666666,558.5,6.0,6.0
8.0,9.0,2.0,1291.0,1.0,539.3333333333334,313.0,3.0,3.0
8.0,10.0,1.0,2633.0,0.9719453672942046,841.0,921.0,4.0,4.0
8.0,11.0,1.0,2114.0,0.9591651542649727,469.5,451.0,6.0,6.0
8.0,12.0,2.0,2630.0,0.9890936442271531,335.0,121.5,10.0,10.0
8.0,13.0,1.0,2054.0,0.9980563654033042,278.2,247.5,10.0,10.0
8.0,14.0,1.0,2326.0,0.8711610486891386,382.125,271.5,8.0,8.0
8.0,15.0,3.0,1535.0,0.9587757651467833,497.75,354.0,4.0,4.0
8.0,19.0,2.0,2775.0,1.7754318618042226,282.53846153846155,252.0,13.0,13.0
8.0,20.0,1.0,1351.0,0.9948453608247423,510.0,452.5,4.0,4.0
8.0,21.0,2.0,2463.0,0.9269853217914942,456.2857142857143,218.0,7.0,7.0
8.0,23.0,2.0,1732.0,0.9044386422976501,410.5,428.0,6.0,6.0
8.0,25.0,1.0,1444.0,0.8985687616677038,362.5,441.0,6.0,6.0
8.0,26.0,1.0,2016.0,0.9970326409495549,457.8333333333333,503.5,6.0,6.0
8.0,27.0,1.0,2184.0,0.9936305732484076,518.0,589.0,5.0,5.0
8.0,28.0,2.0,1682.0,0.9711316397228638,603.25,447.0,4.0,4.0
8.0,29.0,1.0,836.0,1.0,775.0,775.0,2.0,2.0
8.0,30.0,1.0,1959.0,0.9839276745354093,407.3333333333333,391.0,6.0,6.0
8.0,37.0,1.0,1131.0,1.668141592920354,386.1666666666667,447.5,6.0,6.0
8.0,38.0,1.0,1909.0,1.466205837173579,260.0,95.0,11.0,11.0
8.0,39.0,1.0,1815.0,1.5024834437086092,370.25,277.5,8.0,8.0
8.0,13.0,5.0,1712.0,0.847105393369619,322.57142857142856,206.0,7.0,7.0
8.0,2.0,3.0,1953.0,0.9984662576687117,174.21428571428572,170.0,14.0,14.0
8.0,3.0,3.0,2357.0,0.9970389170896785,386.0,397.5,8.0,8.0
8.0,3.0,6.0,2393.0,0.9995822890559732,624.8,482.0,5.0,5.0
8.0,3.0,9.0,685.0,1.0,472.0,471.0,3.0,3.0
8.0,4.0,4.0,2290.0,0.8437730287398674,503.5,551.5,6.0,6.0
8.0,6.0,3.0,2658.0,0.9966254218222722,376.44444444444446,282.0,9.0,9.0
8.0,6.0,6.0,2254.0,1.0,426.2857142857143,456.0,7.0,7.0
8.0,6.0,8.0,2386.0,0.9987442444537463,589.6,589.0,5.0,5.0
8.0,9.0,1.0,3472.0,1.2821270310192023,612.4285714285714,542.0,7.0,7.0
8.0,9.0,3.0,2677.0,0.917723688721289,289.6363636363636,211.0,11.0,11.0
8.0,10.0,3.0,2372.0,0.9891576313594662,310.3,290.0,10.0,10.0
8.0,11.0,3.0,2261.0,0.9766738660907127,496.0,466.5,6.0,6.0
8.0,12.0,3.0,2992.0,0.9966688874083944,413.44444444444446,340.0,9.0,9.0
8.0,13.0,3.0,3280.0,0.9981740718198417,439.3333333333333,136.0,9.0,9.0
8.0,13.0,6.0,1513.0,0.7486392874814448,294.2857142857143,237.0,7.0,7.0
8.0,14.0,3.0,2611.0,0.9738903394255874,557.0,563.0,6.0,6.0
8.0,16.0,2.0,2727.0,0.9891186071817193,383.44444444444446,305.0,9.0,9.0
