,year,state_code,dist_code,court_no,total_judge_count,median_tenure,mean_tenure,weighted_mean_tenure,avg_daily_judge_count
2931,2013,13,58,2,1,1093.0,1093.0,1093.0,1.0
2932,2014,13,58,2,1,1093.0,1093.0,1093.0,1.0
2933,2015,13,58,2,3,381.0,605.0,483.45659163987136,1.7041095890410958
2934,2016,13,58,2,5,341.0,275.8,333.2277777777778,1.9726027397260273
2935,2017,13,58,2,5,290.0,269.4,295.7035830618893,1.6821917808219178
2936,2018,13,58,2,6,274.0,312.0,375.97361111111104,1.9726027397260275
2937,2014,13,59,2,2,129.5,129.5,150.25968992248065,0.7068493150684931
2938,2015,13,59,2,6,143.5,234.16666666666666,366.4690508940853,1.9917808219178084
2939,2016,13,59,2,1,827.0,827.0,827.0,1.0
2940,2017,13,59,2,2,527.0,527.0,611.065934065934,0.9972602739726029
2941,2018,13,59,2,3,98.0,114.0,149.8,0.5753424657534246
2942,2014,13,59,7,1,441.0,441.0,441.0,0.7041095890410959
2943,2015,13,59,7,2,374.5,374.5,375.04958677685954,0.9945205479452055
2944,2016,13,59,7,3,364.0,372.0,390.75699558173784,1.8602739726027397
2945,2017,13,59,7,5,364.0,479.6,618.5509065550907,1.9643835616438357
2946,2018,13,59,7,4,590.0,632.5,1122.1262002743485,1.9972602739726026
2947,2014,13,60,2,1,365.0,365.0,365.0,0.7123287671232876
2948,2015,13,60,2,4,283.5,279.5,292.75441412520064,1.7068493150684931
2949,2016,13,60,2,4,321.5,303.0,307.48830811554336,1.9917808219178084
2950,2017,13,60,2,6,248.5,210.5,257.48258706467664,1.652054794520548
2951,2018,13,60,2,5,334.0,469.4,689.756923076923,1.7808219178082192
2952,2011,13,60,7,1,1565.0,1565.0,1565.0,0.9972602739726028
2953,2012,13,60,7,1,1565.0,1565.0,1565.0,1.0
2954,2013,13,60,7,1,1565.0,1565.0,1565.0,1.0
2955,2014,13,60,7,1,1565.0,1565.0,1565.0,1.0
2956,2015,13,60,7,3,308.0,651.0,617.0329670329671,0.9972602739726026
2957,2016,13,60,7,4,313.0,292.75,293.21091445427726,1.8575342465753426
2958,2017,13,60,7,5,285.0,243.0,285.4944751381216,1.9835616438356165
2959,2018,13,60,7,6,234.5,426.6666666666667,597.3956043956046,1.9945205479452053
2960,2015,13,61,2,2,246.5,246.5,426.4840989399293,0.7753424657534247
2961,2016,13,61,2,3,467.0,360.6666666666667,437.8554913294798,0.947945205479452
2962,2017,13,61,2,1,569.0,569.0,569.0,1.0
2963,2018,13,61,2,2,775.0,775.0,853.5303867403316,0.9917808219178081
2964,2013,13,62,2,1,727.0,727.0,727.0,0.3232876712328767
2965,2014,13,62,2,1,727.0,727.0,727.0,1.0
2966,2015,13,62,2,2,759.5,759.5,748.6071428571429,0.9972602739726029
2967,2016,13,62,2,1,792.0,792.0,792.0,1.0
2968,2017,13,62,2,2,974.0,974.0,852.0000000000001,0.9972602739726028
2969,2018,13,62,2,1,1156.0,1156.0,1156.0,1.0
2970,2012,13,63,2,1,979.0,979.0,979.0,0.43561643835616437
2971,2013,13,63,2,1,979.0,979.0,979.0,1.0
2972,2014,13,63,2,1,979.0,979.0,979.0,1.0
2973,2015,13,63,2,3,381.0,458.3333333333333,512.8563535911602,0.9917808219178081
2974,2016,13,63,2,4,215.5,263.25,406.391167192429,0.8684931506849316
2975,2017,13,63,2,1,608.0,608.0,608.0,1.0
2976,2018,13,63,2,2,795.5,795.5,868.3305785123968,0.9945205479452055
2977,2013,13,64,2,1,1484.0,1484.0,1484.0,0.7123287671232876
2978,2014,13,64,2,1,1484.0,1484.0,1484.0,1.0
2979,2015,13,64,2,1,1484.0,1484.0,1484.0,1.0
2980,2016,13,64,2,1,1484.0,1484.0,1484.0,1.0
2981,2017,13,64,2,4,136.5,458.25,591.1652892561984,0.9945205479452055
2982,2018,13,64,2,3,172.0,385.0,515.0631868131869,0.9972602739726028
2983,2012,13,65,2,1,803.0,803.0,803.0,0.7041095890410959
2984,2013,13,65,2,1,803.0,803.0,803.0,1.0
2985,2014,13,65,2,2,522.5,522.5,520.1818181818181,0.9945205479452055
2986,2015,13,65,2,2,311.0,311.0,354.75078864353316,0.8684931506849315
2987,2016,13,65,2,3,319.0,264.3333333333333,288.4026548672566,1.2383561643835617
2988,2017,13,65,2,3,319.0,329.6666666666667,340.37214137214136,1.3178082191780822
2989,2018,13,65,2,4,335.0,444.0,431.58767772511857,1.7342465753424656
2990,2013,13,66,2,1,597.0,597.0,597.0,0.34794520547945207
2991,2014,13,66,2,1,597.0,597.0,597.0,1.0
2992,2015,13,66,2,2,662.5,662.5,687.6923076923077,0.9260273972602739
2993,2016,13,66,2,1,728.0,728.0,728.0,1.0
2994,2017,13,66,2,5,75.0,201.0,314.3822714681441,0.9890410958904109
2995,2018,13,66,2,4,40.5,281.25,882.9228650137741,0.9945205479452055
2996,2014,13,67,2,1,876.0,876.0,876.0,0.21643835616438356
2997,2015,13,67,2,1,876.0,876.0,876.0,1.0
2998,2016,13,67,2,1,876.0,876.0,876.0,1.0
2999,2017,13,67,2,6,76.0,203.33333333333334,224.66295264623957,0.9835616438356163
3000,2018,13,67,2,2,553.5,553.5,913.4038461538461,0.9972602739726028
3001,2012,13,68,2,1,1093.0,1093.0,1093.0,0.7068493150684931
3002,2013,13,68,2,1,1093.0,1093.0,1093.0,1.0
3003,2014,13,68,2,1,1093.0,1093.0,1093.0,1.0
3004,2015,13,68,2,2,1035.5,1035.5,1010.9476584022038,0.9945205479452055
3005,2016,13,68,2,1,978.0,978.0,978.0,1.0
3006,2017,13,68,2,2,520.0,520.0,947.8021978021978,0.9972602739726028
3007,2018,13,68,2,4,143.0,275.75,214.93314763231194,0.9835616438356165
3008,2012,13,69,2,1,1095.0,1095.0,1095.0,0.7123287671232876
3009,2013,13,69,2,1,1095.0,1095.0,1095.0,1.0
3010,2014,13,69,2,1,1095.0,1095.0,1095.0,1.0
3011,2015,13,69,2,2,996.5,996.5,954.4407713498622,0.9945205479452055
3012,2016,13,69,2,1,898.0,898.0,898.0,1.0
3013,2017,13,69,2,2,549.5,549.5,727.6222222222221,0.9863013698630138
3014,2018,13,69,2,2,591.0,591.0,739.6740331491714,0.9917808219178081
3015,2012,13,70,2,1,759.0,759.0,759.0,0.7095890410958904
3016,2013,13,70,2,2,681.5,681.5,717.376753507014,1.367123287671233
3017,2014,13,70,2,2,681.5,681.5,645.6232464929859,1.367123287671233
3018,2015,13,70,2,4,359.5,337.5,387.2020202020202,1.6273972602739726
3019,2016,13,70,2,3,361.0,361.6666666666667,362.64430894308947,1.347945205479452
3020,2017,13,70,2,3,212.0,251.66666666666666,248.71153846153848,0.9972602739726028
3021,2018,13,70,2,3,212.0,385.3333333333333,544.2527472527472,0.9972602739726029
3022,2012,13,71,2,1,1502.0,1502.0,1502.0,0.9780821917808219
3023,2013,13,71,2,1,1502.0,1502.0,1502.0,1.0
3024,2014,13,71,2,1,1502.0,1502.0,1502.0,1.0
3025,2015,13,71,2,1,1502.0,1502.0,1502.0,1.0
3026,2016,13,71,2,3,358.0,645.0,454.7527777777778,0.9863013698630136
3027,2017,13,71,2,3,186.0,217.33333333333334,220.03296703296704,0.9972602739726026
3028,2018,13,71,2,4,126.0,307.5,515.0413223140496,0.9945205479452055
3029,2014,13,73,1,4,326.0,327.5,327.4752667313288,2.824657534246575
3030,2015,13,73,1,12,375.5,441.0,482.4332818134983,5.317808219178081
3031,2016,13,73,1,10,464.0,597.0,677.9495875343721,5.978082191780822
3032,2017,13,73,1,8,453.0,601.25,689.3219021490627,5.991780821917808
3033,2018,13,73,1,20,244.5,388.3,598.2202298850574,5.958904109589041
3034,2013,13,74,1,3,1035.0,940.3333333333334,1064.5584905660376,1.452054794520548
3035,2014,13,74,1,4,852.0,841.75,865.375,3.7041095890410958
3036,2015,13,74,1,7,570.0,712.1428571428571,820.1289902280131,4.205479452054794
3037,2016,13,74,1,8,548.0,642.625,564.9308779011101,5.4301369863013695
3038,2017,13,74,1,10,366.0,386.4,406.5719424460432,4.5698630136986305
3039,2018,13,74,1,18,338.0,509.8888888888889,616.1877003788982,9.4
3040,2016,13,75,1,1,628.0,628.0,628.0,0.410958904109589
3041,2017,13,75,1,3,386.0,433.0,505.8614864864865,1.621917808219178
3042,2018,13,75,1,14,335.5,449.42857142857144,569.7733050847457,5.1726027397260275
3043,2013,14,2,1,4,438.0,438.0,383.9298245614035,1.8739726027397259
3044,2014,14,2,1,6,576.0,678.6666666666666,794.6354883081156,3.9835616438356167
3045,2015,14,2,1,8,803.0,835.5,905.9155188246099,5.967123287671233
3046,2016,14,2,1,6,857.0,922.0,922.0,6.0
3047,2017,14,2,1,8,1008.5,1024.5,1078.8233387358187,3.3808219178082193
3048,2018,14,2,1,2,1332.0,1332.0,1332.0,2.0
3049,2010,14,3,1,1,306.0,306.0,306.0,0.7452054794520548
3050,2011,14,3,1,3,269.0,212.33333333333334,236.91988950276246,0.9917808219178081
3051,2012,14,3,1,3,269.0,269.0,348.8571428571429,0.9972602739726028
3052,2013,14,3,1,4,699.5,696.25,635.5151515151516,1.5369863013698628
3053,2014,14,3,1,4,937.0,818.25,818.6700274977085,2.989041095890411
3054,2015,14,3,1,3,945.0,939.6666666666666,939.6666666666666,3.0
3055,2016,14,3,1,5,929.0,861.0,844.8465753424658,3.0
3056,2017,14,3,1,4,836.0,940.0,899.5434583714547,2.9945205479452053
3057,2018,14,3,1,5,974.0,955.8,1047.3043079743354,2.989041095890411
3058,2010,14,5,1,1,1668.0,1668.0,1668.0,0.8356164383561644
3059,2011,14,5,1,1,1668.0,1668.0,1668.0,1.0
3060,2012,14,5,1,1,1668.0,1668.0,1668.0,1.0
3061,2013,14,5,1,1,1668.0,1668.0,1668.0,1.0
3062,2014,14,5,1,3,932.0,869.6666666666666,1451.304709141274,0.989041095890411
3063,2015,14,5,1,1,932.0,932.0,932.0,1.0
3064,2016,14,5,1,1,932.0,932.0,932.0,1.0
3065,2017,14,5,1,2,1138.5,1138.5,1215.297520661157,0.9945205479452055
3066,2018,14,5,1,1,1345.0,1345.0,1345.0,1.0
3067,2013,14,6,1,5,944.0,941.0,1018.8170055452867,2.964383561643835
3068,2014,14,6,1,6,1065.5,1000.8333333333334,985.0734400883492,4.961643835616438
3069,2015,14,6,1,5,1187.0,1112.4,1112.4,5.0
3070,2016,14,6,1,7,944.0,1002.5714285714286,998.4652936689549,3.5917808219178085
3071,2017,14,6,1,3,743.0,918.6666666666666,918.6666666666666,3.0
3072,2018,14,6,1,5,743.0,752.0,905.6772046589017,1.6465753424657534
3073,2013,14,7,2,2,944.0,944.0,944.0000000000001,0.5753424657534246
3074,2014,14,7,2,2,944.0,944.0,944.0,2.0
3075,2015,14,7,2,2,944.0,944.0,944.0,2.0
3076,2016,14,7,2,5,944.0,1172.4,1235.4516129032256,2.717808219178082
3077,2017,14,7,2,4,1451.0,1289.75,1377.8564899451555,2.9972602739726026
3078,2018,14,7,2,3,1717.0,1539.6666666666667,1539.6666666666667,3.0
3079,2013,14,8,1,3,424.0,589.6666666666666,478.14075887392903,2.2383561643835614
3080,2014,14,8,1,5,777.0,664.6,787.0146923783287,2.9835616438356167
3081,2015,14,8,1,3,777.0,825.0,825.0,3.0
3082,2016,14,8,1,6,745.0,749.8333333333334,717.0840182648402,3.0
3083,2017,14,8,1,4,713.0,784.25,683.8379629629629,2.958904109589041
3084,2018,14,8,1,5,974.0,897.4,977.6420950533463,2.824657534246575
3085,2012,14,9,1,2,478.0,478.0,478.0,0.27945205479452057
3086,2013,14,9,1,3,478.0,654.6666666666666,580.9580573951436,2.4821917808219176
3087,2014,14,9,1,6,777.0,779.3333333333334,893.7734767025089,3.8219178082191783
3088,2015,14,9,1,4,892.5,930.0,930.0,4.0
3089,2016,14,9,1,8,777.0,728.625,807.1700960219479,3.9945205479452053
3090,2017,14,9,1,7,1150.0,977.5714285714286,873.6969696969696,3.978082191780822
3091,2018,14,9,1,5,1150.0,925.2,1128.434842249657,3.9945205479452053
3092,2011,14,10,1,1,1247.0,1247.0,1247.0,0.1643835616438356
3093,2012,14,10,1,3,469.0,728.3333333333334,830.7452229299363,2.1506849315068495
3094,2013,14,10,1,5,945.0,815.0,821.1335773101556,2.9945205479452053
3095,2014,14,10,1,3,945.0,1045.6666666666667,1045.6666666666667,3.0
3096,2015,14,10,1,5,945.0,778.0,911.0659340659342,2.991780821917808
3097,2016,14,10,1,7,945.0,1075.5714285714287,1067.7772870662461,4.342465753424658
3098,2017,14,10,1,6,743.0,1039.1666666666667,1108.4190894130554,4.994520547945205
3099,2018,14,10,1,8,858.5,939.625,1157.008791208791,4.986301369863014
3100,2012,14,12,1,2,640.0,640.0,640.0,1.1616438356164382
3101,2013,14,12,1,3,640.0,528.3333333333334,548.5756972111554,2.750684931506849
3102,2014,14,12,1,5,640.0,630.0,742.2040557667933,2.1616438356164385
3103,2015,14,12,1,2,782.5,782.5,782.5,2.0
3104,2016,14,12,1,5,776.0,749.8,740.9292307692308,2.671232876712329
3105,2017,14,12,1,5,567.0,506.8,689.7855178735106,2.989041095890411
3106,2018,14,12,1,5,974.0,669.6,823.660861594867,2.989041095890411
3107,2012,14,13,1,2,616.0,616.0,616.0,0.2684931506849315
3108,2013,14,13,1,5,616.0,1475.2,1307.8082376772454,4.057534246575342
3109,2014,14,13,1,8,626.5,1118.375,1469.0142778693028,4.989041095890411
3110,2015,14,13,1,8,497.0,1021.125,1207.9362808842652,6.32054794520548
3111,2016,14,13,1,12,637.0,963.5,1261.2268445839873,6.980821917808219
3112,2017,14,13,1,9,931.0,1286.888888888889,1351.2142577359969,6.994520547945205
3113,2018,14,13,1,11,931.0,1178.8181818181818,1457.4926674593737,6.912328767123288
3114,2013,14,14,1,2,1134.0,1134.0,1134.0,1.6164383561643836
3115,2014,14,14,1,2,1134.0,1134.0,1134.0,2.0
3116,2015,14,14,1,2,1134.0,1134.0,1134.0,2.0
3117,2016,14,14,1,4,851.0,851.0,735.4739726027397,2.0
3118,2017,14,14,1,4,858.5,858.5,652.8292011019284,1.9890410958904108
3119,2018,14,14,1,2,1149.0,1149.0,1149.0,2.0
3120,2012,14,15,1,3,618.0,744.0,891.2282608695651,1.0082191780821919
3121,2013,14,15,1,5,944.0,824.0,776.1839080459771,3.5753424657534243
3122,2014,14,15,1,7,636.0,770.2857142857143,827.6551345414607,4.989041095890411
3123,2015,14,15,1,7,636.0,624.8571428571429,800.0054884742042,4.991780821917808
3124,2016,14,15,1,5,944.0,855.8,940.6712672521957,2.1835616438356165
3125,2017,14,15,1,1,1119.0,1119.0,1119.0,1.0
3126,2018,14,15,1,2,1046.0,1046.0,1021.3977900552486,0.9917808219178083
3127,2013,14,16,1,1,985.0,985.0,985.0,0.4191780821917808
3128,2014,14,16,1,1,985.0,985.0,985.0,1.0
3129,2015,14,16,1,1,985.0,985.0,985.0,1.0
3130,2016,14,16,1,2,681.5,681.5,546.4258241758241,0.9972602739726028
3131,2017,14,16,1,2,861.5,861.5,1041.314049586777,0.9945205479452055
3132,2018,14,16,1,1,1345.0,1345.0,1345.0,1.0
3133,2012,14,17,1,2,527.0,527.0,527.0,1.4684931506849315
3134,2013,14,17,1,14,46.0,540.2142857142857,790.8024691358025,2.6630136986301367
3135,2014,14,17,1,5,1006.0,1287.8,1849.746978243352,3.4
3136,2015,14,17,1,3,2616.0,2079.3333333333335,2079.3333333333335,3.0
3137,2016,14,17,1,4,1811.0,1747.0,2017.612785388128,3.0
3138,2017,14,17,1,7,1149.0,1235.7142857142858,1510.9318905155953,4.304109589041095
3139,2018,14,17,1,7,1149.0,1321.857142857143,1592.990669593853,4.991780821917808
3140,2012,14,18,1,2,962.0,962.0,961.9999999999999,0.684931506849315
3141,2013,14,18,1,2,962.0,962.0,962.0,2.0
3142,2014,14,18,1,2,962.0,962.0,962.0,2.0
3143,2015,14,18,1,4,664.0,664.0,540.038567493113,1.989041095890411
3144,2016,14,18,1,6,568.5,883.8333333333334,1007.4451612903225,3.397260273972603
3145,2017,14,18,1,6,1147.5,1144.3333333333333,1185.2877747252749,3.989041095890411
3146,2018,14,18,1,4,1432.5,1432.25,1432.25,4.0
3147,2012,15,2,2,1,808.0,808.0,808.0,0.7068493150684931
3148,2013,15,2,2,3,679.0,722.0,739.1340996168583,2.1452054794520548
3149,2014,15,2,2,4,679.0,611.5,636.6776859504132,2.9835616438356167
3150,2015,15,2,2,6,679.0,701.6666666666666,767.5344986200552,2.978082191780822
3151,2016,15,2,2,4,738.5,729.5,850.2653247941446,2.9945205479452053
3152,2017,15,2,2,4,1095.0,972.5,1084.8589743589744,2.991780821917808
3153,2018,15,2,2,5,1095.0,1104.8,1131.729185727356,2.9945205479452053
3154,2012,15,3,2,1,1093.0,1093.0,1093.0,0.7068493150684931
3155,2013,15,3,2,1,1093.0,1093.0,1093.0,1.0
3156,2014,15,3,2,1,1093.0,1093.0,1093.0,1.0
3157,2015,15,3,2,3,828.0,712.0,540.0580110497237,0.9917808219178083
3158,2016,15,3,2,1,828.0,828.0,828.0,1.0
3159,2017,15,3,2,1,828.0,828.0,828.0,1.0
3160,2018,15,3,2,2,933.5,933.5,1008.0221606648199,0.9890410958904109
3161,2011,15,6,2,2,568.0,568.0,568.0,0.29041095890410956
3162,2012,15,6,2,2,568.0,568.0,568.0,2.0
3163,2013,15,6,2,2,568.0,568.0,568.0,0.810958904109589
3164,2014,15,6,2,2,731.0,731.0,731.0,1.3315068493150686
3165,2015,15,6,2,2,731.0,731.0,731.0,2.0
3166,2016,15,6,2,4,837.5,837.5,872.4132231404958,1.989041095890411
3167,2017,15,6,2,2,944.0,944.0,944.0,2.0
3168,2018,15,6,2,4,497.5,497.5,880.0385674931131,1.989041095890411
3169,2011,15,7,2,1,908.0,908.0,908.0,0.15342465753424658
3170,2012,15,7,2,1,908.0,908.0,908.0,1.0
3171,2013,15,7,2,1,908.0,908.0,908.0,1.0
3172,2014,15,7,2,2,628.5,628.5,533.2857142857143,0.9972602739726028
3173,2015,15,7,2,2,413.0,413.0,440.2265193370166,0.9917808219178081
3174,2016,15,7,2,2,1042.5,1042.5,932.4986301369863,1.0
3175,2017,15,7,2,1,1608.0,1608.0,1608.0,1.0
3176,2018,15,7,2,1,1608.0,1608.0,1608.0,1.0
3177,2011,15,8,2,2,943.5,943.5,943.5,0.4986301369863014
3178,2012,15,8,2,2,943.5,943.5,943.5,2.0
3179,2013,15,8,2,2,943.5,943.5,943.5,2.0
3180,2014,15,8,2,4,1011.0,1010.75,1033.2910344827587,1.9863013698630136
3181,2015,15,8,2,2,1078.0,1078.0,1078.0,2.0
3182,2016,15,8,2,2,1078.0,1078.0,1078.0,2.0
3183,2017,15,8,2,5,312.0,556.4,516.7878787878789,1.989041095890411
3184,2018,15,8,2,6,231.0,195.0,214.74217585692995,1.8383561643835615
3185,2014,15,9,1,2,426.0,426.0,530.2417582417582,0.9972602739726028
3186,2015,15,9,1,1,732.0,732.0,732.0,1.0
3187,2016,15,9,1,2,866.5,866.5,911.0876712328768,1.0
3188,2017,15,9,1,1,1001.0,1001.0,1001.0,1.0
3189,2018,15,9,1,1,1001.0,1001.0,1001.0,1.0
3190,2013,15,9,6,2,322.0,322.0,322.0,1.1013698630136985
3191,2014,15,9,6,5,731.0,637.0,716.9690402476781,2.654794520547945
3192,2015,15,9,6,3,731.0,847.0,847.0,3.0
3193,2016,15,9,6,3,731.0,847.0,939.5714285714288,1.6684931506849314
3194,2017,15,9,6,4,490.5,602.5,533.9215686274509,1.9561643835616438
3195,2018,15,9,6,7,517.0,556.5714285714286,497.2926605504587,2.9863013698630136
3196,2010,15,13,2,1,1723.0,1723.0,1723.0,1.0
3197,2011,15,13,2,1,1723.0,1723.0,1723.0,1.0
3198,2012,15,13,2,1,1723.0,1723.0,1723.0,1.0
3199,2013,15,13,2,1,1723.0,1723.0,1723.0,1.0
3200,2014,15,13,2,2,1275.0,1275.0,1121.5414364640883,0.9917808219178083
3201,2015,15,13,2,1,827.0,827.0,827.0,1.0
3202,2016,15,13,2,2,539.5,539.5,595.4246575342465,1.0
3203,2017,15,13,2,2,451.5,451.5,536.3701657458564,0.9917808219178081
3204,2018,15,13,2,1,651.0,651.0,651.0,1.0
3205,2012,15,14,2,1,638.0,638.0,638.0,0.23013698630136986
3206,2013,15,14,2,1,638.0,638.0,638.0,1.0
3207,2014,15,14,2,2,566.5,566.5,569.060606060606,0.9945205479452055
3208,2015,15,14,2,2,688.5,688.5,542.8434065934066,0.9972602739726026
3209,2016,15,14,2,1,882.0,882.0,882.0,1.0
3210,2017,15,14,2,1,882.0,882.0,882.0,1.0
3211,2018,15,14,2,2,935.0,935.0,957.2541436464088,0.9917808219178081
3212,2011,15,15,2,1,1124.0,1124.0,1124.0,0.7479452054794521
3213,2012,15,15,2,1,1124.0,1124.0,1124.0,1.0
3214,2013,15,15,2,1,1124.0,1124.0,1124.0,1.0
3215,2014,15,15,2,2,1102.0,1102.0,1094.4242424242425,0.9945205479452055
3216,2015,15,15,2,1,1080.0,1080.0,1080.0,1.0
3217,2016,15,15,2,1,1080.0,1080.0,1080.0,1.0
3218,2017,15,15,2,2,721.5,721.5,569.5595567867036,0.989041095890411
3219,2018,15,15,2,2,675.0,675.0,805.5041551246536,0.989041095890411
3220,2014,16,1,2,1,1102.0,1102.0,1102.0,0.6082191780821918
3221,2015,16,1,2,1,1102.0,1102.0,1102.0,1.0
3222,2016,16,1,2,1,1102.0,1102.0,1102.0,1.0
3223,2017,16,1,2,3,1102.0,804.0,1175.2375690607735,0.9917808219178081
3224,2018,16,1,2,1,1298.0,1298.0,1298.0,1.0
3225,2012,16,2,3,1,1231.0,1231.0,1231.0,0.07123287671232877
3226,2013,16,2,3,2,1082.5,1082.5,1171.7302631578948,1.2493150684931507
3227,2014,16,2,3,5,934.0,830.4,954.5929487179487,3.419178082191781
3228,2015,16,2,3,4,1059.0,987.0,987.0,4.0
3229,2016,16,2,3,8,637.0,627.25,791.0658914728682,3.5342465753424657
3230,2017,16,2,3,6,1237.5,1012.1666666666666,1050.3372657876473,3.947945205479452
3231,2018,16,2,3,5,1291.0,1152.8,1256.9993145990404,3.9972602739726026
3232,2014,16,2,7,7,678.0,559.4285714285714,713.9763130792996,2.66027397260274
3233,2015,16,2,7,4,912.0,909.0,909.0,4.0
3234,2016,16,2,7,8,1109.5,1039.5,1073.7368064952639,4.049315068493151
3235,2017,16,2,7,8,1119.5,1069.25,1188.9751792608936,4.967123287671233
3236,2018,16,2,7,6,1283.0,1174.0,1283.7253289473686,4.997260273972603
3237,2013,16,2,10,1,1170.0,1170.0,1170.0,0.5780821917808219
3238,2014,16,2,10,2,894.5,894.5,961.6149914821125,1.6082191780821917
3239,2015,16,2,10,2,894.5,894.5,894.5,2.0
3240,2016,16,2,10,4,973.5,1038.5,1037.6986111111112,1.9726027397260275
3241,2017,16,2,10,2,1182.5,1182.5,1182.5,2.0
3242,2018,16,2,10,4,841.5,845.25,1114.3039889958734,1.9917808219178081
3243,2014,16,2,14,3,198.0,142.66666666666666,185.59999999999997,0.6301369863013699
3244,2015,16,2,14,2,287.0,287.0,277.69714285714286,0.9589041095890412
3245,2016,16,2,14,2,433.0,433.0,421.7374301675978,0.9808219178082191
3246,2017,16,2,14,2,806.0,806.0,523.1923076923076,0.9972602739726028
3247,2018,16,2,14,1,1107.0,1107.0,1107.0,1.0
3248,2012,16,4,2,1,696.0,696.0,696.0,0.32602739726027397
3249,2013,16,4,2,1,696.0,696.0,696.0,1.0
3250,2014,16,4,2,4,787.0,624.75,827.2264150943397,1.8876712328767125
3251,2015,16,4,2,2,896.5,896.5,896.5,2.0
3252,2016,16,4,2,3,914.0,902.3333333333334,896.2798353909465,1.9972602739726029
3253,2017,16,4,2,4,789.0,625.75,798.2407152682256,1.9917808219178084
3254,2018,16,4,2,2,807.0,807.0,808.7883008356546,1.967123287671233
3255,2014,16,4,6,2,467.0,467.0,439.30545454545455,1.5068493150684932
3256,2015,16,4,6,2,534.5,534.5,536.3305203938116,1.947945205479452
3257,2016,16,4,6,5,466.0,509.0,455.13204951856943,1.9917808219178084
3258,2017,16,4,6,3,903.0,869.3333333333334,945.2362637362637,1.9945205479452055
3259,2018,16,4,6,2,1116.0,1116.0,1116.0,2.0
3260,2014,16,4,8,1,624.0,624.0,624.0,0.38082191780821917
3261,2015,16,4,8,1,624.0,624.0,624.0,1.0
3262,2016,16,4,8,2,445.0,445.0,383.0384615384616,0.9972602739726028
3263,2017,16,4,8,2,851.5,851.5,1372.1246537396123,0.989041095890411
3264,2018,16,4,8,1,1437.0,1437.0,1437.0,1.0
3265,2014,16,6,2,2,993.0,993.0,993.0,1.9945205479452055
3266,2015,16,6,2,3,1000.0,995.3333333333334,994.1331802525833,2.3863013698630136
3267,2016,16,6,2,7,879.0,789.0,972.1744047619045,4.602739726027398
3268,2017,16,6,2,7,887.0,869.8571428571429,955.8885839736552,4.991780821917809
3269,2018,16,6,2,12,908.5,734.5833333333334,910.4186971655892,5.50958904109589
3270,2017,16,6,6,3,1449.0,1449.3333333333333,1449.3339622641508,2.904109589041096
3271,2018,16,6,6,3,1449.0,1449.3333333333333,1449.3333333333333,3.0
3272,2016,16,6,13,1,520.0,520.0,520.0,0.9863013698630136
3273,2017,16,6,13,3,520.0,606.0,926.5207756232686,0.989041095890411
3274,2018,16,6,13,1,1291.0,1291.0,1291.0,1.0
3275,2012,16,7,2,1,1192.0,1192.0,1192.0,0.9753424657534246
3276,2013,16,7,2,3,1020.0,1068.0,1107.6780923994038,1.8383561643835618
3277,2014,16,7,2,3,1020.0,1068.0,1068.0,3.0
3278,2015,16,7,2,4,1080.5,1086.25,1055.1850828729282,2.9753424657534246
3279,2016,16,7,2,6,588.5,572.0,792.6244343891402,2.4219178082191783
3280,2017,16,7,2,5,1141.0,790.0,944.5680345572355,2.536986301369863
