,state_code,dist_code,court_no,median,mean,case_count
2853,9.0,27.0,5.0,1819.5,1871.776595744681,498.0
2854,9.0,27.0,6.0,1989.0,2004.1153846153845,28.0
2855,9.0,27.0,7.0,1276.5,1546.64,68.0
2856,9.0,27.0,8.0,1854.0,1822.8716577540106,567.0
2857,9.0,27.0,9.0,1744.5,1627.5357142857142,58.0
2858,9.0,27.0,10.0,1874.5,1978.9925595238096,939.0
2859,9.0,27.0,11.0,1486.0,1872.162162162162,39.0
2860,9.0,27.0,12.0,1979.0,1876.933962264151,113.0
2861,9.0,27.0,13.0,1592.0,1778.132596685083,216.0
2862,9.0,27.0,14.0,1403.5,1716.3541666666667,51.0
2863,9.0,27.0,18.0,3360.0,3314.2,5.0
2864,9.0,27.0,20.0,3404.0,3491.0,5.0
2865,9.0,28.0,10.0,1626.0,1681.9033613445379,1252.0
2866,9.0,28.0,11.0,1332.5,1461.588888888889,93.0
2867,9.0,28.0,12.0,2158.0,2194.872340425532,175.0
2868,9.0,28.0,13.0,2069.0,2141.090909090909,41.0
2869,9.0,28.0,14.0,1930.0,1962.5083333333334,385.0
2870,9.0,28.0,16.0,1860.0,1907.5333333333333,15.0
2871,9.0,28.0,17.0,2333.0,2274.8098891730606,2320.0
2872,9.0,28.0,18.0,2009.0,1973.8539325842696,265.0
2873,9.0,28.0,19.0,2053.0,1916.706498951782,610.0
2874,9.0,28.0,20.0,1828.0,1921.8333333333333,23.0
2875,9.0,28.0,21.0,2222.5,1926.888888888889,36.0
2876,9.0,28.0,23.0,3005.0,3005.0,3.0
2877,9.0,28.0,24.0,3514.5,3502.5833333333335,12.0
2878,9.0,28.0,25.0,3486.0,3486.0,2.0
2879,9.0,28.0,26.0,3466.5,3448.1666666666665,6.0
2880,9.0,29.0,5.0,1296.0,1432.9703389830509,237.0
2881,9.0,29.0,6.0,1808.0,1879.7341040462427,580.0
2882,9.0,29.0,7.0,1442.0,1739.0,31.0
2883,9.0,29.0,8.0,2129.0,2031.3493975903614,112.0
2884,9.0,29.0,9.0,1677.0,1722.892857142857,36.0
2885,9.0,29.0,10.0,1707.5,1786.3691275167785,367.0
2886,9.0,29.0,11.0,1679.0,1790.2622478386168,432.0
2887,9.0,29.0,12.0,1506.0,1740.8275862068965,33.0
2888,9.0,29.0,13.0,1220.0,1276.0819672131147,61.0
2889,9.0,29.0,14.0,1767.5,1853.2857142857142,212.0
2890,9.0,29.0,15.0,1463.0,1538.2222222222222,12.0
2891,9.0,29.0,16.0,1713.0,1836.2413793103449,231.0
2892,9.0,29.0,17.0,1290.0,1453.5272727272727,63.0
2893,9.0,30.0,6.0,1664.0,1834.4007633587787,295.0
2894,9.0,30.0,7.0,1579.0,1704.7795637198622,1032.0
2895,9.0,30.0,8.0,1742.0,1725.625,8.0
2896,9.0,30.0,9.0,1443.5,1563.378048780488,87.0
2897,9.0,30.0,10.0,2097.0,2124.689655172414,595.0
2898,9.0,30.0,12.0,3441.0,3441.0,1.0
2899,9.0,30.0,13.0,1499.0,1642.6205357142858,648.0
2900,9.0,30.0,14.0,1843.0,2008.1764705882354,20.0
2901,9.0,30.0,15.0,1518.0,1838.4150943396226,63.0
2902,9.0,30.0,16.0,1192.0,1304.5084745762713,65.0
2903,9.0,30.0,17.0,1393.5,1500.625,8.0
2904,9.0,30.0,18.0,1240.0,1497.831715210356,348.0
2905,9.0,30.0,19.0,1901.5,1886.1216216216217,596.0
2906,9.0,30.0,20.0,1755.0,1709.5151515151515,49.0
2907,9.0,30.0,21.0,2007.0,1936.591836734694,49.0
2908,9.0,30.0,22.0,958.0,1175.1923076923076,135.0
2909,9.0,30.0,23.0,1221.5,1486.952380952381,49.0
2910,9.0,30.0,24.0,1742.0,1724.7826086956522,395.0
2911,9.0,30.0,25.0,1442.0,1447.1290322580646,32.0
2912,9.0,30.0,26.0,1960.5,2018.590909090909,24.0
2913,9.0,30.0,27.0,1526.0,1697.7692307692307,343.0
2914,9.0,30.0,28.0,2018.5,1867.0,37.0
2915,9.0,30.0,31.0,1820.0,1931.3391304347826,118.0
2916,9.0,30.0,32.0,1514.5,1697.607142857143,29.0
2917,9.0,30.0,33.0,1823.0,1776.6985645933014,229.0
2918,9.0,30.0,34.0,1221.0,1322.6666666666667,10.0
2919,9.0,30.0,35.0,1731.0,1820.9833333333333,73.0
2920,9.0,30.0,36.0,2026.0,1931.2564102564102,43.0
2921,9.0,30.0,37.0,2047.0,1910.2,17.0
2922,9.0,30.0,39.0,3461.0,3461.0,2.0
2923,9.0,31.0,11.0,1940.0,1927.9138321995465,558.0
2924,9.0,31.0,12.0,1756.0,1909.5401408450705,1759.0
2925,9.0,31.0,13.0,1462.0,1713.3240740740741,120.0
2926,9.0,31.0,14.0,1669.5,1699.2288135593221,143.0
2927,9.0,31.0,15.0,1752.0,1824.4074074074074,27.0
2928,9.0,31.0,18.0,1898.0,1905.110544217687,602.0
2929,9.0,31.0,19.0,2198.5,2187.0,78.0
2930,9.0,31.0,20.0,1817.0,1809.2820512820513,39.0
2931,9.0,31.0,21.0,1796.0,1845.3211009174313,119.0
2932,9.0,31.0,22.0,1314.0,1473.9538461538461,71.0
2933,9.0,31.0,23.0,2633.0,2227.0,13.0
2934,9.0,31.0,24.0,2318.0,2107.9777777777776,56.0
2935,9.0,31.0,25.0,2132.0,1973.6528925619834,124.0
2936,9.0,31.0,26.0,1305.0,1435.7751937984497,139.0
2937,9.0,31.0,27.0,1292.5,1344.5,7.0
2938,9.0,31.0,28.0,1225.0,1383.076923076923,14.0
2939,9.0,31.0,29.0,1862.5,1900.8870967741937,80.0
2940,9.0,31.0,30.0,1969.0,2028.7854077253219,281.0
2941,9.0,31.0,32.0,1631.5,1784.875,17.0
2942,9.0,31.0,33.0,1861.5,1787.8308823529412,139.0
2943,9.0,31.0,34.0,1285.5,1448.6060606060605,66.0
2944,9.0,31.0,35.0,1350.0,1523.833836858006,332.0
2945,9.0,31.0,37.0,1422.5,1586.4235294117648,185.0
2946,9.0,31.0,38.0,1734.0,1797.5380116959063,220.0
2947,9.0,31.0,39.0,1632.5,1796.6333333333334,36.0
2948,9.0,31.0,40.0,1073.0,1530.392857142857,36.0
2949,9.0,31.0,41.0,2885.5,2885.5,11.0
2950,9.0,31.0,43.0,3616.0,3616.0,2.0
2951,9.0,31.0,47.0,3300.0,3300.0,1.0
2952,9.0,32.0,4.0,2309.0,2245.644859813084,761.0
2953,9.0,32.0,5.0,1391.0,1458.3221476510066,164.0
2954,9.0,32.0,6.0,1083.5,1136.111111111111,20.0
2955,9.0,32.0,7.0,1770.0,1847.2769230769231,123.0
2956,9.0,32.0,8.0,1853.0,1800.7857142857142,18.0
2957,9.0,32.0,9.0,1515.0,1670.0075187969924,147.0
2958,9.0,32.0,10.0,1226.0,1499.7777777777778,9.0
2959,9.0,32.0,12.0,2930.5,2930.5,3.0
2960,9.0,32.0,17.0,3143.5,3205.9919354838707,124.0
2961,9.0,33.0,7.0,2047.5,1924.324,302.0
2962,9.0,33.0,8.0,1478.0,1688.7209302325582,140.0
2963,9.0,33.0,9.0,1228.0,1269.75,20.0
2964,9.0,33.0,10.0,1374.0,1497.896551724138,29.0
2965,9.0,33.0,11.0,1755.0,1857.5454545454545,57.0
2966,9.0,33.0,12.0,1598.5,1630.9375,125.0
2967,9.0,33.0,13.0,1679.0,1831.5652173913043,31.0
2968,9.0,33.0,14.0,1554.5,1722.0428571428572,75.0
2969,9.0,33.0,15.0,1193.0,1482.0740740740741,56.0
2970,9.0,33.0,16.0,1587.0,1694.8783783783783,81.0
2971,9.0,33.0,17.0,1616.0,1750.8232323232323,221.0
2972,9.0,33.0,18.0,1769.0,1860.8,44.0
2973,9.0,33.0,19.0,2090.0,1834.421052631579,24.0
2974,9.0,33.0,20.0,1572.0,1757.1042654028436,305.0
2975,9.0,33.0,21.0,2495.0,2351.875,18.0
2976,9.0,33.0,22.0,1435.0,1586.157894736842,316.0
2977,9.0,33.0,23.0,1363.0,1532.2935483870967,428.0
2978,9.0,33.0,24.0,1379.0,1526.3,58.0
2979,9.0,33.0,25.0,1536.0,1630.3333333333333,39.0
2980,9.0,33.0,26.0,3044.0,3044.0,2.0
2981,9.0,34.0,2.0,1241.0,1522.4592592592592,143.0
2982,9.0,34.0,3.0,1895.0,1906.7209302325582,514.0
2983,9.0,34.0,4.0,1650.5,1749.6666666666667,7.0
2984,9.0,34.0,5.0,2081.5,2145.5,43.0
2985,9.0,34.0,6.0,1934.0,1968.7462686567164,75.0
2986,9.0,34.0,7.0,2339.0,2330.75,6.0
2987,9.0,34.0,8.0,2752.0,2742.0,8.0
2988,9.0,34.0,9.0,2219.0,2218.8079470198677,423.0
2989,9.0,34.0,10.0,1849.0,1891.6802030456852,221.0
2990,9.0,34.0,11.0,1378.0,1715.6315789473683,28.0
2991,9.0,34.0,14.0,3583.5,3583.5,2.0
2992,9.0,34.0,19.0,3357.0,3357.0,1.0
2993,9.0,35.0,8.0,1682.5,1790.3782816229118,958.0
2994,9.0,35.0,9.0,1582.5,1738.88,1093.0
2995,9.0,35.0,10.0,1524.0,1792.532258064516,71.0
2996,9.0,35.0,11.0,1816.0,1911.1559633027523,129.0
2997,9.0,35.0,12.0,1628.5,1811.4772727272727,290.0
2998,9.0,35.0,13.0,1869.0,2038.934065934066,664.0
2999,9.0,35.0,14.0,1911.0,2007.7967479674796,168.0
3000,9.0,35.0,15.0,1170.0,1346.5675675675675,41.0
3001,9.0,35.0,18.0,1952.0,1982.8156996587031,308.0
3002,9.0,35.0,19.0,2059.0,1989.314606741573,89.0
3003,9.0,35.0,22.0,1727.0,1774.062937062937,153.0
3004,9.0,35.0,23.0,1623.5,1787.2368421052631,39.0
3005,9.0,35.0,24.0,2310.0,2221.7454545454543,66.0
3006,9.0,35.0,25.0,1451.0,1670.1784702549576,461.0
3007,9.0,35.0,26.0,1626.5,1871.5,25.0
3008,9.0,35.0,27.0,2108.0,2090.925170068027,209.0
3009,9.0,35.0,28.0,1471.5,1747.939024390244,251.0
3010,9.0,35.0,29.0,2001.0,2090.6,50.0
3011,9.0,35.0,30.0,1720.0,1865.7433628318583,124.0
3012,9.0,35.0,31.0,1521.5,1445.2272727272727,24.0
3013,9.0,35.0,32.0,3001.0,2989.3846153846152,35.0
3014,9.0,35.0,35.0,3198.0,3198.0,1.0
3015,9.0,35.0,39.0,3531.0,3531.0,1.0
3016,9.0,36.0,6.0,1492.0,1576.5034246575342,308.0
3017,9.0,36.0,7.0,1566.0,1589.2363636363636,59.0
3018,9.0,36.0,8.0,1476.0,1627.1373092926492,743.0
3019,9.0,36.0,9.0,1639.5,1716.0857142857142,74.0
3020,9.0,36.0,10.0,1577.5,1646.142857142857,133.0
3021,9.0,36.0,11.0,1382.0,1479.361344537815,254.0
3022,9.0,36.0,12.0,1868.5,1939.1809210526317,356.0
3023,9.0,36.0,13.0,1821.0,1866.2467532467533,81.0
3024,9.0,36.0,14.0,2721.0,2410.744680851064,94.0
3025,9.0,36.0,15.0,1872.5,1970.3709677419354,125.0
3026,9.0,36.0,16.0,1513.5,1707.2142857142858,15.0
3027,9.0,36.0,18.0,1794.0,1760.273381294964,142.0
3028,9.0,36.0,19.0,1638.0,1614.939393939394,33.0
3029,9.0,36.0,20.0,930.0,1170.5848375451264,340.0
3030,9.0,36.0,21.0,1046.5,1273.7727272727273,22.0
3031,9.0,38.0,9.0,1586.0,1654.859881031064,1666.0
3032,9.0,38.0,10.0,2257.5,2129.559210526316,265.0
3033,9.0,38.0,11.0,1695.0,1718.6895306859205,297.0
3034,9.0,38.0,12.0,2863.0,2974.714285714286,7.0
3035,9.0,38.0,13.0,1209.0,1415.052274270197,3079.0
3036,9.0,38.0,14.0,1625.0,1794.7155172413793,269.0
3037,9.0,38.0,15.0,1597.0,1829.0654911838792,468.0
3038,9.0,38.0,16.0,1265.0,1362.52,26.0
3039,9.0,38.0,17.0,1389.0,1707.291338582677,139.0
3040,9.0,38.0,18.0,954.0,1016.1159420289855,69.0
3041,9.0,38.0,19.0,1033.0,1116.8381742738588,288.0
3042,9.0,38.0,20.0,1914.0,1792.131274131274,289.0
3043,9.0,38.0,21.0,1532.0,1698.5637982195847,394.0
3044,9.0,38.0,22.0,634.0,634.0,1.0
3045,9.0,38.0,23.0,1288.0,1554.6041666666667,48.0
3046,9.0,38.0,24.0,1605.5,1747.388888888889,18.0
3047,9.0,38.0,25.0,1260.0,1343.3877551020407,49.0
3048,9.0,38.0,28.0,3340.0,3340.0,1.0
3049,9.0,38.0,32.0,3485.5,3485.5,2.0
3050,9.0,38.0,34.0,3494.0,3449.4666666666667,45.0
3051,9.0,38.0,35.0,3399.5,3406.423076923077,26.0
3052,9.0,38.0,36.0,3297.0,3297.0,1.0
3053,9.0,38.0,37.0,3319.0,3308.285714285714,7.0
3054,9.0,38.0,44.0,3336.5,3336.5,2.0
3055,9.0,38.0,45.0,1497.0,1638.2277227722773,101.0
3056,9.0,39.0,1.0,2194.0,2142.0865384615386,141.0
3057,9.0,39.0,2.0,1895.0,1980.5403726708075,270.0
3058,9.0,39.0,10.0,2056.0,2007.51871657754,257.0
3059,9.0,39.0,11.0,2204.0,2128.74358974359,57.0
3060,9.0,39.0,12.0,2250.5,2210.5471698113206,259.0
3061,9.0,39.0,13.0,2027.5,2217.0,8.0
3062,9.0,39.0,14.0,1362.0,1600.5925925925926,29.0
3063,9.0,39.0,15.0,1826.0,1890.1865284974094,444.0
3064,9.0,39.0,16.0,1589.0,1855.4516129032259,31.0
3065,9.0,39.0,17.0,2417.0,2182.5,71.0
3066,9.0,39.0,18.0,2445.0,2252.25,5.0
3067,9.0,39.0,19.0,1841.5,2018.8076923076924,218.0
3068,9.0,39.0,20.0,2092.0,2077.4545454545455,48.0
3069,9.0,39.0,21.0,1577.5,1698.0384615384614,36.0
3070,9.0,39.0,22.0,1877.0,1798.9415584415585,168.0
3071,9.0,40.0,5.0,3028.0,3023.4615384615386,13.0
3072,9.0,40.0,6.0,1870.5,1889.0429208472688,1794.0
3073,9.0,40.0,7.0,1894.0,2122.861981063365,5506.0
3074,9.0,40.0,8.0,3008.0,2919.3406593406594,91.0
3075,9.0,40.0,9.0,1594.5,1853.717741935484,372.0
3076,9.0,40.0,10.0,1217.0,1350.1875,48.0
3077,9.0,40.0,11.0,1514.0,1591.0291262135922,103.0
3078,9.0,40.0,14.0,1435.0,1535.3628318584072,113.0
3079,9.0,40.0,15.0,980.0,1086.5797101449275,138.0
3080,9.0,40.0,19.0,2012.0,2026.221052631579,95.0
3081,9.0,40.0,21.0,3031.0,2968.1111111111113,81.0
3082,9.0,40.0,22.0,2480.0,2561.4666666666667,45.0
3083,9.0,40.0,23.0,2173.0,2321.4761904761904,147.0
3084,10.0,1.0,2.0,2499.0,2257.6703296703295,104.0
3085,10.0,1.0,3.0,2223.0,2170.754716981132,115.0
3086,10.0,1.0,4.0,2439.5,2153.908163265306,144.0
3087,10.0,1.0,5.0,1906.0,1846.2068965517242,34.0
3088,10.0,1.0,6.0,692.0,876.8986083499005,512.0
3089,10.0,1.0,7.0,1078.5,1223.7264705882353,365.0
3090,10.0,1.0,8.0,1555.0,1548.4193548387098,299.0
3091,10.0,1.0,9.0,857.0,1049.041474654378,229.0
3092,10.0,1.0,10.0,2669.5,2671.0,19.0
3093,10.0,1.0,11.0,2887.0,2842.875,14.0
3094,10.0,1.0,12.0,2769.5,2769.5,3.0
3095,10.0,1.0,16.0,3520.0,3520.0,8.0
3096,10.0,1.0,17.0,3378.0,3378.0,1.0
3097,10.0,1.0,18.0,2725.0,2549.6458333333335,51.0
3098,10.0,1.0,19.0,2874.0,2782.8888888888887,14.0
3099,10.0,1.0,20.0,2724.5,2748.2,20.0
3100,10.0,2.0,4.0,1526.0,1700.2526315789473,101.0
3101,10.0,2.0,5.0,977.0,1212.719821162444,716.0
3102,10.0,2.0,6.0,1657.0,1669.3821428571428,575.0
3103,10.0,2.0,7.0,1718.0,1636.3003300330033,643.0
3104,10.0,2.0,8.0,899.0,1079.2112211221122,321.0
3105,10.0,2.0,9.0,2257.5,2091.236263736264,200.0
3106,10.0,2.0,10.0,2793.0,2807.6071428571427,37.0
3107,10.0,2.0,11.0,2946.5,2945.5384615384614,61.0
3108,10.0,2.0,12.0,2867.0,2867.0,4.0
3109,10.0,2.0,13.0,2908.5,2882.2,59.0
3110,10.0,2.0,14.0,2005.0,2082.1063829787236,163.0
3111,10.0,2.0,15.0,3523.5,3523.5,2.0
3112,10.0,3.0,2.0,835.5,1172.1218274111675,403.0
3113,10.0,3.0,3.0,1810.0,1814.759493670886,324.0
3114,10.0,3.0,4.0,1565.0,1754.2388392857142,454.0
3115,10.0,3.0,5.0,1619.0,1690.6371191135734,388.0
3116,10.0,3.0,6.0,2129.0,1936.0328820116054,597.0
3117,10.0,3.0,7.0,783.0,1031.1939393939394,166.0
3118,10.0,3.0,8.0,769.0,964.4723926380368,166.0
3119,10.0,3.0,9.0,2258.5,2101.360248447205,348.0
3120,10.0,3.0,10.0,2032.0,2006.0,75.0
3121,10.0,3.0,11.0,954.5,1064.4807692307693,540.0
3122,10.0,3.0,12.0,910.0,1035.4277854195323,739.0
3123,10.0,3.0,13.0,772.0,911.55,82.0
3124,10.0,3.0,14.0,935.0,1110.456043956044,926.0
3125,10.0,3.0,15.0,1092.0,1264.438036809816,1733.0
3126,10.0,3.0,16.0,1037.0,1081.36,227.0
3127,10.0,3.0,17.0,1580.0,1620.9797297297298,312.0
3128,10.0,3.0,18.0,1854.0,1847.0379146919431,213.0
3129,10.0,3.0,19.0,1800.0,1810.5510204081634,259.0
3130,10.0,3.0,20.0,2366.0,2236.2579185520362,242.0
3131,10.0,3.0,21.0,1883.0,1975.0483870967741,192.0
3132,10.0,3.0,22.0,1199.0,1395.1226053639846,271.0
3133,10.0,3.0,26.0,3123.0,3123.0,2.0
3134,10.0,3.0,28.0,2758.0,2770.8,22.0
3135,10.0,3.0,29.0,2685.0,2387.0666666666666,40.0
3136,10.0,3.0,30.0,2820.0,2814.064814814815,120.0
3137,10.0,3.0,31.0,3069.0,2969.5,12.0
3138,10.0,3.0,32.0,2139.0,1936.8645038167938,524.0
3139,10.0,3.0,33.0,2174.0,1963.4887640449438,534.0
3140,10.0,4.0,2.0,1556.0,1745.1875,90.0
3141,10.0,4.0,4.0,1539.5,1731.6813186813188,189.0
3142,10.0,4.0,7.0,477.0,591.9745042492918,355.0
3143,10.0,4.0,8.0,1092.0,1186.4475873544093,621.0
3144,10.0,4.0,9.0,969.5,1007.9306930693069,208.0
3145,10.0,4.0,10.0,636.5,950.2510460251046,505.0
3146,10.0,4.0,13.0,1141.5,1283.2,44.0
3147,10.0,4.0,14.0,828.0,1039.3937007874015,132.0
3148,10.0,4.0,15.0,1499.5,1554.8285714285714,82.0
3149,10.0,4.0,16.0,1716.0,1791.3703703703704,117.0
3150,10.0,4.0,17.0,2043.0,2006.5103734439833,246.0
3151,10.0,4.0,18.0,1317.0,1317.0,2.0
3152,10.0,4.0,19.0,2886.0,2886.0,2.0
3153,10.0,4.0,20.0,1582.5,1614.0568181818182,94.0
3154,10.0,4.0,21.0,1679.0,1815.8046511627906,220.0
3155,10.0,4.0,22.0,1442.0,1636.0494505494505,189.0
3156,10.0,4.0,23.0,1393.0,1681.869387755102,311.0
3157,10.0,5.0,2.0,1508.0,1574.974358974359,127.0
3158,10.0,5.0,3.0,2150.0,2054.098214285714,128.0
3159,10.0,5.0,4.0,677.0,908.75826446281,497.0
3160,10.0,5.0,5.0,1101.0,1310.9146853146854,731.0
3161,10.0,5.0,6.0,1514.0,1566.7222222222222,682.0
3162,10.0,5.0,7.0,1297.0,1405.344680851064,537.0
3163,10.0,5.0,8.0,2238.0,2073.032258064516,70.0
3164,10.0,5.0,9.0,1980.0,2020.142857142857,124.0
3165,10.0,5.0,10.0,2174.0,2129.0941176470587,107.0
3166,10.0,5.0,11.0,1745.5,1957.0,149.0
3167,10.0,5.0,12.0,2493.0,2421.620853080569,218.0
3168,10.0,5.0,14.0,2570.0,2570.0,2.0
3169,10.0,5.0,17.0,2062.0,1882.983870967742,62.0
3170,10.0,6.0,2.0,1976.0,1903.938775510204,154.0
3171,10.0,6.0,3.0,2265.0,2066.972972972973,112.0
3172,10.0,6.0,4.0,1380.0,1540.8699551569507,227.0
3173,10.0,6.0,5.0,661.5,838.1428571428571,259.0
3174,10.0,6.0,6.0,962.0,1093.6794258373207,426.0
3175,10.0,6.0,7.0,718.5,956.3701298701299,175.0
3176,10.0,6.0,8.0,1310.0,1434.7989949748744,205.0
3177,10.0,6.0,10.0,2805.0,2194.0,10.0
3178,10.0,6.0,11.0,2843.0,2946.25,11.0
3179,10.0,6.0,12.0,2794.0,2794.0,1.0
3180,10.0,6.0,13.0,2716.5,2716.5,4.0
3181,10.0,6.0,14.0,2814.0,2835.0,5.0
3182,10.0,6.0,16.0,3499.0,3499.0,1.0
3183,10.0,7.0,2.0,764.0,1011.7460317460317,77.0
3184,10.0,7.0,3.0,1808.0,1904.0902255639098,140.0
3185,10.0,7.0,4.0,1521.0,1807.3273381294964,397.0
3186,10.0,7.0,5.0,935.0,1062.2277070063694,662.0
3187,10.0,7.0,6.0,2026.0,1927.246511627907,237.0
3188,10.0,7.0,7.0,1165.0,1413.76,459.0
3189,10.0,7.0,8.0,799.0,1098.833855799373,1052.0
3190,10.0,7.0,9.0,860.0,1076.9861751152073,456.0
3191,10.0,7.0,10.0,2141.0,2054.132530120482,190.0
3192,10.0,7.0,11.0,1610.0,1809.5333333333333,166.0
3193,10.0,7.0,12.0,2530.0,2295.3137931034485,320.0
3194,10.0,7.0,13.0,1671.0,1771.5171102661598,296.0
3195,10.0,7.0,14.0,2422.5,2293.5917874396137,501.0
3196,10.0,7.0,15.0,2682.5,2719.5,46.0
3197,10.0,7.0,21.0,924.5,924.5,2.0
3198,10.0,7.0,23.0,3493.0,3493.0,2.0
3199,10.0,7.0,24.0,3467.0,3478.722222222222,18.0
3200,10.0,8.0,2.0,1544.0,1726.0804020100502,262.0
3201,10.0,8.0,4.0,2261.0,2171.4086378737543,327.0
3202,10.0,8.0,5.0,2346.0,2171.5174825174827,217.0
3203,10.0,8.0,6.0,1308.5,1427.9444444444443,137.0
3204,10.0,8.0,7.0,1994.5,1800.3333333333333,30.0
3205,10.0,8.0,9.0,1014.0,1093.8838883888388,1134.0
3206,10.0,8.0,10.0,1658.0,1543.1157894736841,130.0
3207,10.0,8.0,11.0,1289.0,1409.742195367573,1296.0
3208,10.0,8.0,12.0,1360.0,1569.616504854369,2467.0
3209,10.0,8.0,13.0,1218.5,1451.1339285714287,117.0
3210,10.0,8.0,14.0,2984.0,2942.0434782608695,34.0
3211,10.0,8.0,16.0,1810.0,1756.9316154608523,1163.0
3212,10.0,8.0,17.0,2419.0,2419.0,2.0
3213,10.0,8.0,21.0,1599.0,1672.5302325581395,277.0
3214,10.0,8.0,22.0,1764.0,1947.7215189873418,100.0
3215,10.0,8.0,25.0,470.0,466.4,5.0
3216,10.0,9.0,2.0,1977.0,1770.2774193548387,173.0
3217,10.0,9.0,3.0,1378.5,1485.4933333333333,152.0
3218,10.0,9.0,4.0,2005.0,2066.2022471910113,114.0
3219,10.0,9.0,5.0,692.0,899.3139534883721,264.0
3220,10.0,9.0,6.0,1028.5,1357.6009463722398,667.0
3221,10.0,9.0,7.0,1455.0,1571.040380047506,432.0
3222,10.0,9.0,8.0,1055.0,1274.8645833333333,301.0
3223,10.0,9.0,11.0,1836.5,2046.5357142857142,78.0
3224,10.0,9.0,12.0,2100.0,2030.616,147.0
3225,10.0,9.0,13.0,2215.0,1979.6489361702127,320.0
3226,10.0,9.0,17.0,3413.0,3413.0,4.0
3227,10.0,9.0,18.0,2835.0,2854.6666666666665,30.0
3228,10.0,9.0,20.0,2810.0,2841.1666666666665,20.0
3229,10.0,9.0,21.0,2704.5,2754.9655172413795,74.0
3230,10.0,10.0,2.0,1714.0,1751.5251396648046,235.0
3231,10.0,10.0,3.0,1462.5,1634.7307692307693,230.0
3232,10.0,10.0,4.0,1629.0,1634.918699186992,277.0
3233,10.0,10.0,5.0,2094.0,1940.9170731707318,256.0
3234,10.0,10.0,6.0,1869.0,1858.857142857143,252.0
3235,10.0,10.0,7.0,857.0,928.1913043478261,116.0
3236,10.0,10.0,8.0,1880.5,1895.0820895522388,142.0
3237,10.0,10.0,10.0,1121.0,1333.8333333333333,56.0
3238,10.0,10.0,11.0,1739.0,1776.8783068783068,211.0
3239,10.0,10.0,12.0,2064.5,1911.9734513274336,276.0
3240,10.0,10.0,13.0,1909.0,1992.7252747252746,93.0
3241,10.0,10.0,14.0,1677.0,1698.960591133005,209.0
3242,10.0,10.0,15.0,1407.5,1489.3235294117646,52.0
3243,10.0,10.0,16.0,2224.5,2053.6732673267325,238.0
3244,10.0,10.0,17.0,1167.0,1251.7560240963855,341.0
3245,10.0,10.0,18.0,1338.0,1417.7521834061135,952.0
3246,10.0,10.0,19.0,2619.0,2463.75,4.0
3247,10.0,10.0,20.0,1597.0,1749.4324324324325,37.0
3248,10.0,10.0,21.0,1630.0,1768.8148148148148,190.0
3249,10.0,10.0,22.0,1625.0,1648.1462686567165,419.0
3250,10.0,10.0,23.0,1594.5,1627.3840579710145,333.0
3251,10.0,10.0,25.0,3308.0,3164.6666666666665,9.0
3252,10.0,10.0,26.0,1975.0,1895.638418079096,203.0
3253,10.0,10.0,27.0,1116.0,1256.375,12.0
3254,10.0,10.0,28.0,1195.0,1441.3333333333333,24.0
3255,10.0,10.0,29.0,1503.5,1697.388671875,543.0
3256,10.0,10.0,30.0,1396.0,1611.625,26.0
3257,10.0,10.0,31.0,1523.0,1681.4069400630915,366.0
3258,10.0,11.0,2.0,1376.0,1403.9414225941423,269.0
3259,10.0,11.0,3.0,923.0,980.718487394958,900.0
3260,10.0,11.0,4.0,744.0,865.9819004524887,231.0
3261,10.0,11.0,5.0,903.0,1020.2091836734694,197.0
3262,10.0,11.0,6.0,730.0,1275.2142857142858,21.0
3263,10.0,11.0,7.0,722.0,901.0361445783133,317.0
3264,10.0,11.0,9.0,1355.0,1589.4039408866995,222.0
3265,10.0,11.0,10.0,510.5,1027.0223214285713,269.0
3266,10.0,11.0,11.0,623.0,1044.3066666666666,242.0
3267,10.0,11.0,12.0,626.0,860.760900140647,723.0
3268,10.0,11.0,13.0,420.0,442.88831168831166,385.0
3269,10.0,11.0,14.0,692.5,1055.9616564417179,757.0
3270,10.0,11.0,15.0,1317.0,1152.410472972973,634.0
3271,10.0,11.0,16.0,469.5,649.8468169761273,1823.0
3272,10.0,11.0,18.0,2095.5,2135.0526315789475,45.0
3273,10.0,11.0,19.0,1292.0,1290.5,217.0
3274,10.0,11.0,20.0,1119.0,1305.8,137.0
3275,10.0,11.0,21.0,523.0,706.5098039215686,219.0
3276,10.0,11.0,22.0,898.0,950.3644524236984,566.0
3277,10.0,11.0,23.0,1316.5,1215.0597014925372,415.0
3278,10.0,11.0,24.0,1113.0,1123.506963788301,413.0
3279,10.0,11.0,25.0,176.0,499.28,101.0
3280,10.0,11.0,26.0,781.5,957.7826086956521,801.0
3281,10.0,11.0,27.0,1282.0,1467.5172413793102,186.0
3282,10.0,11.0,28.0,1974.0,1842.5070422535211,106.0
3283,10.0,11.0,29.0,33.0,204.81124497991968,639.0
3284,10.0,11.0,30.0,403.0,690.1208053691275,156.0
3285,10.0,11.0,32.0,1361.0,1599.7142857142858,7.0
3286,10.0,11.0,33.0,2913.0,2919.6666666666665,18.0
3287,10.0,11.0,35.0,3144.0,3057.4285714285716,36.0
3288,10.0,11.0,36.0,3080.0,2845.176470588235,49.0
3289,10.0,11.0,37.0,2940.0,2907.222222222222,29.0
3290,10.0,11.0,38.0,2895.0,2733.0,30.0
